time,seconds_elapsed,z,y,x
1695804835619486700,0.02248681640625,0.3955422639846802,0.2796226143836975,0.36150890588760376
1695804835629486800,0.03248681640625,0.40703698992729187,0.2643570005893707,0.42675623297691345
1695804835639486000,0.04248583984375,0.41040560603141785,0.29416710138320923,0.4644993245601654
1695804835649484800,0.05248486328125,0.3874216079711914,0.31241095066070557,0.4408848285675049
1695804835659485000,0.06248486328125,0.3447346091270447,0.3069666624069214,0.36736613512039185
1695804835669483800,0.07248388671875,0.3369653522968292,0.30442091822624207,0.27850061655044556
1695804835679484000,0.08248388671875,0.35050272941589355,0.32016444206237793,0.18145182728767395
1695804835689483000,0.09248291015625,0.3566020727157593,0.3237636983394623,0.09436801820993423
1695804835699481900,0.10248193359375,0.35652750730514526,0.3183915615081787,0.04053701087832451
1695804835709482000,0.11248193359375,0.3479919135570526,0.2651289403438568,0.01051853597164154
1695804835719480800,0.122480712890625,0.3296182453632355,0.18969514966011047,-0.009447182528674603
1695804835729481000,0.13248095703125,0.30217650532722473,0.13062748312950134,-0.027662694454193115
1695804835739479800,0.142479736328125,0.24326711893081665,0.12414401769638062,-0.03393097594380379
1695804835749479700,0.152479736328125,0.1759156584739685,0.12611454725265503,-0.01732671447098255
1695804835759478800,0.162478759765625,0.12986932694911957,0.12590843439102173,0.015605669468641281
1695804835769478000,0.172477783203125,0.11901148408651352,0.11193032562732697,0.074140764772892
1695804835779477800,0.182477783203125,0.12819993495941162,0.06428824365139008,0.12376637011766434
1695804835789476900,0.192476806640625,0.14513057470321655,-0.007031353656202555,0.15394370257854462
1695804835799476700,0.202476806640625,0.16705423593521118,-0.06290793418884277,0.15519006550312042
1695804835809475800,0.212475830078125,0.17308901250362396,-0.10036660730838776,0.13213306665420532
1695804835819475000,0.222474853515625,0.1731950044631958,-0.11958690732717514,0.09727973490953445
1695804835829474800,0.232474853515625,0.17168253660202026,-0.1178712323307991,0.05371406301856041
1695804835839474000,0.242473876953125,0.16342326998710632,-0.08100269734859467,0.0005395275074988604
1695804835849474000,0.25247412109375,0.1550425887107849,0.01610698737204075,-0.0124623142182827
1695804835859472600,0.26247265625,0.13839037716388702,0.10139632225036621,-0.025510471314191818
1695804835869471700,0.2724716796875,0.10548540204763412,0.14587987959384918,-0.05037890747189522
1695804835879471900,0.282471923828125,0.058651845902204514,0.1481427699327469,-0.06573762744665146
1695804835889470700,0.292470703125,0.017436563968658447,0.11228211224079132,-0.07533584535121918
